StockCode,Unit_Price,Price_Flag,Num_of_Pr,Ever_Marked
22084,2.95,MD,8,Marked
22084,2.55,MD,8,Marked
22084,0,MD,8,Marked
22085,5.79,Reg_Price,5,Marked
22085,4.13,MD,5,Marked
22085,2.95,MD,5,Marked
22085,2.55,MD,5,Marked
22085,2.46,MD,5,Marked
22086,6.95,Reg_Price,7,Marked
22086,6.77,MD,7,Marked
22086,6.63,MD,7,Marked
22086,5.91,MD,7,Marked
22086,5.79,MD,7,Marked
22086,2.95,MD,7,Marked
22086,2.55,MD,7,Marked
22087,6.63,Reg_Price,7,Marked
22087,5.91,MD,7,Marked
22087,5.79,MD,7,Marked
22087,4.95,MD,7,Marked
22087,2.95,MD,7,Marked
22087,2.55,MD,7,Marked
22087,0,MD,7,Marked
22088,5.91,Reg_Price,7,Marked
22088,5.79,MD,7,Marked
22088,4.21,MD,7,Marked
22088,4.13,MD,7,Marked
22088,2.95,MD,7,Marked
22088,2.55,MD,7,Marked
22088,0,MD,7,Marked
22089,5.91,Reg_Price,6,Marked
22089,5.79,MD,6,Marked
22089,4.13,MD,6,Marked
22089,2.95,MD,6,Marked
22089,2.55,MD,6,Marked
22089,0,MD,6,Marked
22090,6.77,Reg_Price,7,Marked
22090,6.63,MD,7,Marked
22090,5.91,MD,7,Marked
22090,5.79,MD,7,Marked
22090,2.95,MD,7,Marked
22090,2.55,MD,7,Marked
22090,0,MD,7,Marked
22091,2.51,Reg_Price,6,Marked
22091,2.46,MD,6,Marked
22091,1.25,MD,6,Marked
22091,1.06,MD,6,Marked
22091,0.42,MD,6,Marked
22091,0.39,MD,6,Marked
22092,2.46,Reg_Price,4,Marked
22092,1.25,MD,4,Marked
22092,0.42,MD,4,Marked
22092,0.39,MD,4,Marked
22093,2.51,Reg_Price,6,Marked
22093,2.46,MD,6,Marked
22093,1.25,MD,6,Marked
22093,1.06,MD,6,Marked
22093,0.42,MD,6,Marked
22093,0.39,MD,6,Marked
22094,2.51,Reg_Price,5,Marked
22094,2.46,MD,5,Marked
22094,1.25,MD,5,Marked
22094,0.42,MD,5,Marked
22094,0.39,MD,5,Marked
22095,2.51,Reg_Price,6,Marked
22095,2.46,MD,6,Marked
22095,1.25,MD,6,Marked
22095,1.06,MD,6,Marked
22095,0.42,MD,6,Marked
22095,0.39,MD,6,Marked
22096,2.51,Reg_Price,4,Marked
22096,2.46,MD,4,Marked
22096,1.25,MD,4,Marked
22096,0.39,MD,4,Marked
22097,2.51,Reg_Price,4,Marked
22097,2.46,MD,4,Marked
22097,1.25,MD,4,Marked
22097,0.39,MD,4,Marked
22098,2.51,Reg_Price,4,Marked
22098,2.46,MD,4,Marked
22098,1.25,MD,4,Marked
22098,0.39,MD,4,Marked
22099,2.51,Reg_Price,5,Marked
22099,2.46,MD,5,Marked
22099,1.25,MD,5,Marked
22099,1.06,MD,5,Marked
22099,0.39,MD,5,Marked
22100,2.51,Reg_Price,4,Marked
22100,2.46,MD,4,Marked
22100,1.25,MD,4,Marked
22100,0.39,MD,4,Marked
22101,2.51,Reg_Price,5,Marked
22101,2.46,MD,5,Marked
22101,2.1,MD,5,Marked
22101,1.85,MD,5,Marked
22101,0.39,MD,5,Marked
22102,3.29,Reg_Price,3,Marked
22102,1.65,MD,3,Marked
22102,0.39,MD,3,Marked
22103,3.29,Reg_Price,5,Marked
22103,1.65,MD,5,Marked
22103,1.45,MD,5,Marked
22103,1.32,MD,5,Marked
22103,0.39,MD,5,Marked
22104,1.66,Reg_Price,4,Marked
22104,1.63,MD,4,Marked
22104,1.45,MD,4,Marked
22104,0.42,MD,4,Marked
22105,4.25,Reg_Price,4,Marked
22105,4.21,MD,4,Marked
22105,4.13,MD,4,Marked
22105,0.95,MD,4,Marked
22106,6.75,Reg_Price,5,Marked
22106,5.95,MD,5,Marked
22106,5.06,MD,5,Marked
22106,4.96,MD,5,Marked
22106,1.25,MD,5,Marked
22107,7.62,Reg_Price,5,Marked
22107,7.46,MD,5,Marked
22107,3.75,MD,5,Marked
22107,3.29,MD,5,Marked
22107,1.25,MD,5,Marked
22108,3.75,Reg_Price,4,Marked
22108,3.36,MD,4,Marked
22108,3.29,MD,4,Marked
22108,1.25,MD,4,Marked
22109,7.62,Reg_Price,5,Marked
22109,7.46,MD,5,Marked
22109,3.75,MD,5,Marked
22109,3.39,MD,5,Marked
22109,0,MD,5,Marked
22110,11.25,Reg_Price,9,Marked
22110,8.29,MD,9,Marked
22110,7.62,MD,9,Marked
22110,7.46,MD,9,Marked
22110,5.79,MD,9,Marked
22110,3.36,MD,9,Marked
22110,3.29,MD,9,Marked
22110,2.55,MD,9,Marked
22110,2.1,MD,9,Marked
22111,16.67,Reg_Price,13,Marked
22111,12.95,MD,13,Marked
22111,12.72,MD,13,Marked
22111,12.46,MD,13,Marked
22111,11.02,MD,13,Marked
22111,10.79,MD,13,Marked
22111,5.91,MD,13,Marked
22111,5.79,MD,13,Marked
22111,5.1,MD,13,Marked
22111,5.06,MD,13,Marked
22111,4.95,MD,13,Marked
22111,4.25,MD,13,Marked
22111,3.45,MD,13,Marked
22112,16.67,Reg_Price,12,Marked
22112,12.72,MD,12,Marked
22112,12.46,MD,12,Marked
22112,11.02,MD,12,Marked
22112,10.79,MD,12,Marked
22112,5.91,MD,12,Marked
22112,5.79,MD,12,Marked
22112,4.95,MD,12,Marked
22112,4.37,MD,12,Marked
22112,4.25,MD,12,Marked
22112,4.04,MD,12,Marked
22112,0,MD,12,Marked
22113,12.5,Reg_Price,11,Marked
22113,12.21,MD,11,Marked
22113,9.13,MD,11,Marked
22113,8.47,MD,11,Marked
22113,8.29,MD,11,Marked
22113,7.62,MD,11,Marked
22113,7.46,MD,11,Marked
22113,4.25,MD,11,Marked
22113,3.75,MD,11,Marked
22113,3.39,MD,11,Marked
22113,3.32,MD,11,Marked
22114,9.95,Reg_Price,13,Marked
22114,9.32,MD,13,Marked
22114,9.13,MD,13,Marked
22114,8.47,MD,13,Marked
22114,8.29,MD,13,Marked
22114,5.1,MD,13,Marked
22114,4.65,MD,13,Marked
22114,4.6,MD,13,Marked
22114,4.25,MD,13,Marked
22114,3.95,MD,13,Marked
22114,3.75,MD,13,Marked
22114,3.45,MD,13,Marked
22114,0,MD,13,Marked
22115,5.91,Reg_Price,5,Marked
22115,5.79,MD,5,Marked
22115,2.95,MD,5,Marked
22115,2.55,MD,5,Marked
22115,0.79,MD,5,Marked
22116,5.91,Reg_Price,6,Marked
22116,2.95,MD,6,Marked
22116,1.66,MD,6,Marked
22116,1.63,MD,6,Marked
22116,0.85,MD,6,Marked
22116,0.79,MD,6,Marked
22117,5.91,Reg_Price,8,Marked
22117,5.79,MD,8,Marked
22117,3.2,MD,8,Marked
22117,2.95,MD,8,Marked
22117,1.66,MD,8,Marked
22117,1.63,MD,8,Marked
22117,0.85,MD,8,Marked
22117,0,MD,8,Marked
22118,11.87,Reg_Price,5,Marked
22118,11.63,MD,5,Marked
22118,4.95,MD,5,Marked
22118,4.25,MD,5,Marked
22118,1.25,MD,5,Marked
22119,14.13,Reg_Price,4,Marked
22119,6.95,MD,4,Marked
22119,6.35,MD,4,Marked
22119,1.95,MD,4,Marked
22120,20.38,Reg_Price,5,Marked
22120,19.96,MD,5,Marked
22120,10.13,MD,5,Marked
22120,9.95,MD,5,Marked
22120,8.5,MD,5,Marked
22121,11.87,Reg_Price,5,Marked
22121,11.63,MD,5,Marked
22121,5.95,MD,5,Marked
22121,5.45,MD,5,Marked
22121,0,MD,5,Marked
22123,5.95,Reg_Price,6,Marked
22123,5.06,MD,6,Marked
22123,4.96,MD,6,Marked
22123,4.13,MD,6,Marked
22123,1.95,MD,6,Marked
22123,0.79,MD,6,Marked
22124,5.79,Reg_Price,5,Marked
22124,2.95,MD,5,Marked
22124,2.51,MD,5,Marked
22124,2.46,MD,5,Marked
22124,0.79,MD,5,Marked
22125,12.95,Reg_Price,4,Marked
22125,12.46,MD,4,Marked
22125,5.95,MD,4,Marked
22125,0,MD,4,Marked
22127,12.72,Reg_Price,5,Marked
22127,12.46,MD,5,Marked
22127,1.25,MD,5,Marked
22127,1.06,MD,5,Marked
22127,0,MD,5,Marked
22128,12.46,Reg_Price,5,Marked
22128,2.08,MD,5,Marked
22128,1.25,MD,5,Marked
22128,1.06,MD,5,Marked
22128,0,MD,5,Marked
22129,8.29,Reg_Price,4,Marked
22129,2.46,MD,4,Marked
22129,0.85,MD,4,Marked
22129,0.72,MD,4,Marked
22130,8.47,Reg_Price,7,Marked
22130,8.29,MD,7,Marked
22130,1.66,MD,7,Marked
22130,1.38,MD,7,Marked
22130,0.85,MD,7,Marked
22130,0.72,MD,7,Marked
22130,0,MD,7,Marked
22131,4.21,Reg_Price,4,Marked
22131,4.13,MD,4,Marked
22131,1.95,MD,4,Marked
22131,1.65,MD,4,Marked
22132,1.66,Reg_Price,4,Marked
22132,1.63,MD,4,Marked
22132,0.85,MD,4,Marked
22132,0.72,MD,4,Marked
22133,1.66,Reg_Price,4,Marked
22133,1.63,MD,4,Marked
22133,0.85,MD,4,Marked
22133,0.72,MD,4,Marked
22134,0.85,Reg_Price,5,Marked
22134,0.83,MD,5,Marked
22134,0.43,MD,5,Marked
22134,0.42,MD,5,Marked
22134,0.36,MD,5,Marked
22135,0.85,Reg_Price,4,Marked
22135,0.83,MD,4,Marked
22135,0.43,MD,4,Marked
22135,0.42,MD,4,Marked
22136,3.36,Reg_Price,5,Marked
22136,3.29,MD,5,Marked
22136,1.65,MD,5,Marked
22136,1.45,MD,5,Marked
22136,0,MD,5,Marked
22137,5.79,Reg_Price,3,Marked
22137,2.95,MD,3,Marked
22137,2.55,MD,3,Marked
22138,10.79,Reg_Price,5,Marked
22138,5.1,MD,5,Marked
22138,4.95,MD,5,Marked
22138,4.25,MD,5,Marked
22138,0.7,MD,5,Marked
22139,11.02,Reg_Price,5,Marked
22139,10.79,MD,5,Marked
22139,4.95,MD,5,Marked
22139,4.25,MD,5,Marked
22139,0,MD,5,Marked
22141,4.95,Reg_Price,5,Marked
22141,4.21,MD,5,Marked
22141,4.13,MD,5,Marked
22141,2.1,MD,5,Marked
22141,1.85,MD,5,Marked
22142,3.95,Reg_Price,6,Marked
22142,3.36,MD,6,Marked
22142,3.29,MD,6,Marked
22142,1.45,MD,6,Marked
22142,1.25,MD,6,Marked
22142,0,MD,6,Marked
22143,0,Reg_Price,1,Always_Reg
22144,4.95,Reg_Price,5,Marked
22144,4.21,MD,5,Marked
22144,4.13,MD,5,Marked
22144,2.1,MD,5,Marked
22144,1.85,MD,5,Marked
22145,2.1,Reg_Price,2,Marked
22145,0,MD,2,Marked
22146,1.95,Reg_Price,2,Marked
22146,0,MD,2,Marked
22147,4.21,Reg_Price,7,Marked
22147,4.13,MD,7,Marked
22147,3.36,MD,7,Marked
22147,3.29,MD,7,Marked
22147,1.45,MD,7,Marked
22147,1.25,MD,7,Marked
22147,0,MD,7,Marked
22148,4.95,Reg_Price,5,Marked
22148,4.21,MD,5,Marked
22148,4.13,MD,5,Marked
22148,1.95,MD,5,Marked
22148,1.65,MD,5,Marked
22149,5.06,Reg_Price,7,Marked
22149,4.96,MD,7,Marked
22149,4.21,MD,7,Marked
22149,4.13,MD,7,Marked
22149,2.1,MD,7,Marked
22149,1.85,MD,7,Marked
22149,0,MD,7,Marked
22150,5.06,Reg_Price,6,Marked
22150,4.96,MD,6,Marked
22150,4.21,MD,6,Marked
22150,4.13,MD,6,Marked
22150,1.95,MD,6,Marked
22150,1.65,MD,6,Marked
22151,2.51,Reg_Price,5,Marked
22151,1.66,MD,5,Marked
22151,1.63,MD,5,Marked
22151,0.42,MD,5,Marked
22151,0.36,MD,5,Marked
22152,1.66,Reg_Price,5,Marked
22152,1.63,MD,5,Marked
22152,0.42,MD,5,Marked
22152,0.36,MD,5,Marked
22152,0,MD,5,Marked
22153,0.85,Reg_Price,4,Marked
22153,0.83,MD,4,Marked
22153,0.42,MD,4,Marked
22153,0.36,MD,4,Marked
22154,0.85,Reg_Price,4,Marked
22154,0.83,MD,4,Marked
22154,0.42,MD,4,Marked
22154,0.36,MD,4,Marked
22155,0.85,Reg_Price,4,Marked
22155,0.83,MD,4,Marked
22155,0.42,MD,4,Marked
22155,0,MD,4,Marked
22156,1.66,Reg_Price,4,Marked
22156,1.63,MD,4,Marked
22156,0.85,MD,4,Marked
22156,0.72,MD,4,Marked
22157,0.85,Reg_Price,2,Marked
22157,0,MD,2,Marked
22158,6.95,Reg_Price,7,Marked
22158,5.91,MD,7,Marked
22158,5.79,MD,7,Marked
22158,2.95,MD,7,Marked
22158,2.94,MD,7,Marked
22158,2.55,MD,7,Marked
22158,0,MD,7,Marked
22161,1.63,Reg_Price,5,Marked
22161,0.81,MD,5,Marked
22161,0.79,MD,5,Marked
22161,0.65,MD,5,Marked
22161,0.19,MD,5,Marked
22162,5.91,Reg_Price,5,Marked
22162,3.36,MD,5,Marked
22162,3.29,MD,5,Marked
22162,2.95,MD,5,Marked
22162,0,MD,5,Marked
22163,3.36,Reg_Price,6,Marked
22163,3.29,MD,6,Marked
22163,2.95,MD,6,Marked
22163,1.63,MD,6,Marked
22163,0.79,MD,6,Marked
22163,0,MD,6,Marked
22164,5.91,Reg_Price,4,Marked
22164,5.79,MD,4,Marked
22164,2.95,MD,4,Marked
22164,0,MD,4,Marked
22165,25.49,Reg_Price,7,Marked
22165,24.96,MD,7,Marked
22165,12.75,MD,7,Marked
22165,11.02,MD,7,Marked
22165,10.79,MD,7,Marked
22165,10.75,MD,7,Marked
22165,3.95,MD,7,Marked
22166,16.13,Reg_Price,6,Marked
22166,15.79,MD,6,Marked
22166,7.95,MD,6,Marked
22166,7.62,MD,6,Marked
22166,7.46,MD,6,Marked
22166,2.95,MD,6,Marked
22167,20.38,Reg_Price,7,Marked
22167,19.96,MD,7,Marked
22167,9.95,MD,7,Marked
22167,8.47,MD,7,Marked
22167,8.29,MD,7,Marked
22167,3.95,MD,7,Marked
22167,0,MD,7,Marked
22168,8.5,Reg_Price,3,Marked
22168,7.65,MD,3,Marked
22168,0,MD,3,Marked
22169,16.98,Reg_Price,5,Marked
22169,16.63,MD,5,Marked
22169,8.5,MD,5,Marked
22169,7.65,MD,5,Marked
22169,5.64,MD,5,Marked
22170,13.57,Reg_Price,5,Marked
22170,13.29,MD,5,Marked
22170,6.75,MD,5,Marked
22170,5.95,MD,5,Marked
22170,4.62,MD,5,Marked
22171,16.98,Reg_Price,7,Marked
22171,16.63,MD,7,Marked
22171,8.5,MD,7,Marked
22171,7.65,MD,7,Marked
22171,6.95,MD,7,Marked
22171,5.88,MD,7,Marked
22171,0,MD,7,Marked
22173,5.91,Reg_Price,7,Marked
22173,5.79,MD,7,Marked
22173,3.29,MD,7,Marked
22173,2.95,MD,7,Marked
22173,2.75,MD,7,Marked
22173,2.55,MD,7,Marked
22173,0,MD,7,Marked
22174,4.21,Reg_Price,7,Marked
22174,4.13,MD,7,Marked
22174,3.36,MD,7,Marked
22174,3.29,MD,7,Marked
22174,1.65,MD,7,Marked
22174,1.48,MD,7,Marked
22174,1.25,MD,7,Marked
22175,5.91,Reg_Price,4,Marked
22175,5.79,MD,4,Marked
22175,2.95,MD,4,Marked
22175,2.55,MD,4,Marked
22176,5.91,Reg_Price,5,Marked
22176,5.79,MD,5,Marked
22176,2.95,MD,5,Marked
22176,2.55,MD,5,Marked
22176,0,MD,5,Marked
22178,14.75,Reg_Price,10,Marked
22178,2.95,MD,10,Marked
22178,2.51,MD,10,Marked
22178,2.46,MD,10,Marked
22178,2.45,MD,10,Marked
22178,1.95,MD,10,Marked
22178,1.65,MD,10,Marked
22178,1.25,MD,10,Marked
22178,1.06,MD,10,Marked
22178,0.9,MD,10,Marked
22179,13.57,Reg_Price,5,Marked
22179,13.29,MD,5,Marked
22179,6.75,MD,5,Marked
22179,5.95,MD,5,Marked
22179,5.79,MD,5,Marked
22180,21.23,Reg_Price,6,Marked
22180,20.79,MD,6,Marked
22180,19.96,MD,6,Marked
22180,9.95,MD,6,Marked
22180,8.5,MD,6,Marked
22180,0,MD,6,Marked
22181,1.66,Reg_Price,5,Marked
22181,1.63,MD,5,Marked
22181,0.85,MD,5,Marked
22181,0.72,MD,5,Marked
22181,0,MD,5,Marked
22182,9.96,Reg_Price,5,Marked
22182,4.95,MD,5,Marked
22182,4.21,MD,5,Marked
22182,4.13,MD,5,Marked
22182,1.25,MD,5,Marked
22183,13.29,Reg_Price,6,Marked
22183,6.75,MD,6,Marked
22183,5.95,MD,6,Marked
22183,5.91,MD,6,Marked
22183,5.79,MD,6,Marked
22183,3,MD,6,Marked
22184,8.5,Reg_Price,4,Marked
22184,8.47,MD,4,Marked
22184,8.29,MD,4,Marked
22184,0,MD,4,Marked
22185,3.95,Reg_Price,6,Marked
22185,3.36,MD,6,Marked
22185,3.29,MD,6,Marked
22185,1.65,MD,6,Marked
22185,1.45,MD,6,Marked
22185,0.79,MD,6,Marked
22186,5.91,Reg_Price,5,Marked
22186,5.79,MD,5,Marked
22186,2.95,MD,5,Marked
22186,2.55,MD,5,Marked
22186,1.95,MD,5,Marked
22187,8.47,Reg_Price,4,Marked
22187,8.29,MD,4,Marked
22187,4.25,MD,4,Marked
22187,1.95,MD,4,Marked
22188,8.47,Reg_Price,6,Marked
22188,8.29,MD,6,Marked
22188,3.95,MD,6,Marked
22188,3.39,MD,6,Marked
22188,2.32,MD,6,Marked
22188,2.31,MD,6,Marked
22189,8.47,Reg_Price,6,Marked
22189,8.29,MD,6,Marked
22189,3.95,MD,6,Marked
22189,3.39,MD,6,Marked
22189,2.32,MD,6,Marked
22189,2.31,MD,6,Marked
22190,2.51,Reg_Price,7,Marked
22190,2.46,MD,7,Marked
22190,2.1,MD,7,Marked
22190,2.09,MD,7,Marked
22190,1.85,MD,7,Marked
22190,0.85,MD,7,Marked
22190,0.39,MD,7,Marked
22191,16.98,Reg_Price,4,Marked
22191,16.63,MD,4,Marked
22191,8.5,MD,4,Marked
22191,7.65,MD,4,Marked
22192,16.98,Reg_Price,5,Marked
22192,16.63,MD,5,Marked
22192,8.5,MD,5,Marked
22192,7.65,MD,5,Marked
22192,0,MD,5,Marked
22193,16.98,Reg_Price,4,Marked
22193,16.63,MD,4,Marked
22193,8.5,MD,4,Marked
22193,7.65,MD,4,Marked
22194,16.98,Reg_Price,5,Marked
22194,16.63,MD,5,Marked
22194,8.5,MD,5,Marked
22194,8.29,MD,5,Marked
22194,0,MD,5,Marked
22195,3.36,Reg_Price,4,Marked
22195,3.29,MD,4,Marked
22195,1.65,MD,4,Marked
22195,1.45,MD,4,Marked
22196,1.66,Reg_Price,4,Marked
22196,1.63,MD,4,Marked
22196,0.85,MD,4,Marked
22196,0.72,MD,4,Marked
22197,2.46,Reg_Price,6,Marked
22197,1.95,MD,6,Marked
22197,1.66,MD,6,Marked
22197,1.63,MD,6,Marked
22197,0.85,MD,6,Marked
22197,0.72,MD,6,Marked
22198,3.36,Reg_Price,4,Marked
22198,1.65,MD,4,Marked
22198,1.45,MD,4,Marked
22198,0,MD,4,Marked
22199,8.47,Reg_Price,6,Marked
22199,8.29,MD,6,Marked
22199,4.25,MD,6,Marked
22199,4.13,MD,6,Marked
22199,3.75,MD,6,Marked
22199,1.25,MD,6,Marked
22200,8.47,Reg_Price,5,Marked
22200,8.29,MD,5,Marked
22200,4.25,MD,5,Marked
22200,3.75,MD,5,Marked
22200,1.25,MD,5,Marked
22201,8.47,Reg_Price,9,Marked
22201,8.29,MD,9,Marked
22201,4.25,MD,9,Marked
22201,4.13,MD,9,Marked
22201,3.75,MD,9,Marked
22201,3.36,MD,9,Marked
22201,3.29,MD,9,Marked
22201,1.25,MD,9,Marked
22201,0,MD,9,Marked
22202,7.62,Reg_Price,4,Marked
22202,7.46,MD,4,Marked
22202,3.75,MD,4,Marked
22202,0,MD,4,Marked
22203,7.62,Reg_Price,6,Marked
22203,7.46,MD,6,Marked
22203,3.75,MD,6,Marked
22203,3.29,MD,6,Marked
22203,1.25,MD,6,Marked
22203,0,MD,6,Marked
22204,7.46,Reg_Price,5,Marked
22204,3.75,MD,5,Marked
22204,3.36,MD,5,Marked
22204,3.29,MD,5,Marked
22204,1.25,MD,5,Marked
22206,0.85,Reg_Price,2,Marked
22206,0.83,MD,2,Marked
22207,8.47,Reg_Price,4,Marked
22207,8.29,MD,4,Marked
22207,4.25,MD,4,Marked
22207,3.75,MD,4,Marked
22208,3.36,Reg_Price,8,Marked
22208,3.29,MD,8,Marked
22208,1.66,MD,8,Marked
22208,1.65,MD,8,Marked
22208,1.63,MD,8,Marked
22208,1.45,MD,8,Marked
22208,0.83,MD,8,Marked
22208,0.5,MD,8,Marked
22209,3.36,Reg_Price,7,Marked
22209,3.29,MD,7,Marked
22209,1.66,MD,7,Marked
22209,1.65,MD,7,Marked
22209,1.63,MD,7,Marked
22209,0.83,MD,7,Marked
22209,0.5,MD,7,Marked
22210,3.36,Reg_Price,7,Marked
22210,3.29,MD,7,Marked
22210,1.66,MD,7,Marked
22210,1.65,MD,7,Marked
22210,1.63,MD,7,Marked
22210,0.83,MD,7,Marked
22210,0.5,MD,7,Marked
22211,3.36,Reg_Price,8,Marked
22211,3.29,MD,8,Marked
22211,1.66,MD,8,Marked
22211,1.65,MD,8,Marked
22211,1.63,MD,8,Marked
22211,1.45,MD,8,Marked
22211,0.83,MD,8,Marked
22211,0.5,MD,8,Marked
22212,4.21,Reg_Price,5,Marked
22212,4.13,MD,5,Marked
22212,2.22,MD,5,Marked
22212,2.1,MD,5,Marked
22212,1.69,MD,5,Marked
22214,4.96,Reg_Price,5,Marked
22214,2.55,MD,5,Marked
22214,1.66,MD,5,Marked
22214,1.63,MD,5,Marked
22214,0.79,MD,5,Marked
22215,16.98,Reg_Price,5,Marked
22215,16.63,MD,5,Marked
22215,8.5,MD,5,Marked
22215,7.65,MD,5,Marked
22215,2.95,MD,5,Marked
22216,1.66,Reg_Price,7,Marked
22216,1.63,MD,7,Marked
22216,0.85,MD,7,Marked
22216,0.81,MD,7,Marked
22216,0.79,MD,7,Marked
22216,0.72,MD,7,Marked
22216,0.29,MD,7,Marked
22217,2.51,Reg_Price,5,Marked
22217,2.46,MD,5,Marked
22217,1.25,MD,5,Marked
22217,0.39,MD,5,Marked
22217,0,MD,5,Marked
22218,4.25,Reg_Price,2,Marked
22218,0,MD,2,Marked
22219,1.66,Reg_Price,6,Marked
22219,1.63,MD,6,Marked
22219,1.24,MD,6,Marked
22219,0.85,MD,6,Marked
22219,0.72,MD,6,Marked
22219,0,MD,6,Marked
22220,20.38,Reg_Price,5,Marked
22220,19.96,MD,5,Marked
22220,9.95,MD,5,Marked
22220,8.5,MD,5,Marked
22220,2.95,MD,5,Marked
22221,20.38,Reg_Price,5,Marked
22221,19.96,MD,5,Marked
22221,9.95,MD,5,Marked
22221,8.5,MD,5,Marked
22221,2.95,MD,5,Marked
22222,10.17,Reg_Price,7,Marked
22222,9.96,MD,7,Marked
22222,4.95,MD,7,Marked
22222,4.25,MD,7,Marked
22222,4.21,MD,7,Marked
22222,4.13,MD,7,Marked
22222,1.95,MD,7,Marked
22223,10.17,Reg_Price,7,Marked
22223,9.96,MD,7,Marked
22223,4.95,MD,7,Marked
22223,4.25,MD,7,Marked
22223,4.21,MD,7,Marked
22223,4.13,MD,7,Marked
22223,1.95,MD,7,Marked
22224,5.91,Reg_Price,4,Marked
22224,5.79,MD,4,Marked
22224,2.95,MD,4,Marked
22224,2.55,MD,4,Marked
22227,1.28,Reg_Price,4,Marked
22227,1.25,MD,4,Marked
22227,0.65,MD,4,Marked
22227,0.55,MD,4,Marked
22228,1.63,Reg_Price,4,Marked
22228,0.85,MD,4,Marked
22228,0.83,MD,4,Marked
22228,0.39,MD,4,Marked
22229,1.63,Reg_Price,4,Marked
22229,0.85,MD,4,Marked
22229,0.83,MD,4,Marked
22229,0.39,MD,4,Marked
22230,1.63,Reg_Price,5,Marked
22230,0.85,MD,5,Marked
22230,0.83,MD,5,Marked
22230,0.78,MD,5,Marked
22230,0.29,MD,5,Marked
22231,3.29,Reg_Price,5,Marked
22231,1.45,MD,5,Marked
22231,1.31,MD,5,Marked
22231,1.25,MD,5,Marked
22231,0.59,MD,5,Marked
22232,3.29,Reg_Price,4,Marked
22232,1.65,MD,4,Marked
22232,1.25,MD,4,Marked
22232,0.59,MD,4,Marked
22233,3.29,Reg_Price,4,Marked
22233,1.65,MD,4,Marked
22233,1.25,MD,4,Marked
22233,0.59,MD,4,Marked
22236,12.75,Reg_Price,2,Marked
22236,10.95,MD,2,Marked
22241,2.51,Reg_Price,4,Marked
22241,2.46,MD,4,Marked
22241,1.25,MD,4,Marked
22241,1.06,MD,4,Marked
22242,3.36,Reg_Price,5,Marked
22242,3.29,MD,5,Marked
22242,1.65,MD,5,Marked
22242,1.45,MD,5,Marked
22242,0,MD,5,Marked
22243,3.95,Reg_Price,5,Marked
22243,3.36,MD,5,Marked
22243,3.29,MD,5,Marked
22243,1.65,MD,5,Marked
22243,1.45,MD,5,Marked
22244,4.21,Reg_Price,5,Marked
22244,4.13,MD,5,Marked
22244,1.95,MD,5,Marked
22244,1.65,MD,5,Marked
22244,0,MD,5,Marked
22245,1.66,Reg_Price,5,Marked
22245,1.63,MD,5,Marked
22245,0.85,MD,5,Marked
22245,0.72,MD,5,Marked
22245,0,MD,5,Marked
22246,4.21,Reg_Price,4,Marked
22246,4.13,MD,4,Marked
22246,1.95,MD,4,Marked
22246,1.63,MD,4,Marked
22247,1.63,Reg_Price,6,Marked
22247,0.85,MD,6,Marked
22247,0.83,MD,6,Marked
22247,0.81,MD,6,Marked
22247,0.79,MD,6,Marked
22247,0.72,MD,6,Marked
22248,1.66,Reg_Price,7,Marked
22248,1.63,MD,7,Marked
22248,0.85,MD,7,Marked
22248,0.83,MD,7,Marked
22248,0.81,MD,7,Marked
22248,0.79,MD,7,Marked
22248,0.72,MD,7,Marked
22249,1.63,Reg_Price,6,Marked
22249,0.85,MD,6,Marked
22249,0.83,MD,6,Marked
22249,0.81,MD,6,Marked
22249,0.79,MD,6,Marked
22249,0.72,MD,6,Marked
22250,1.66,Reg_Price,7,Marked
22250,1.63,MD,7,Marked
22250,0.85,MD,7,Marked
22250,0.83,MD,7,Marked
22250,0.81,MD,7,Marked
22250,0.79,MD,7,Marked
22250,0.72,MD,7,Marked
22251,2.51,Reg_Price,5,Marked
22251,2.46,MD,5,Marked
22251,1.25,MD,5,Marked
22251,1.06,MD,5,Marked
22251,0.83,MD,5,Marked
22252,1.25,Reg_Price,2,Marked
22252,1.06,MD,2,Marked
22254,2.46,Reg_Price,3,Marked
22254,1.25,MD,3,Marked
22254,1.06,MD,3,Marked
22255,1.66,Reg_Price,3,Marked
22255,1.63,MD,3,Marked
22255,0.85,MD,3,Marked
22256,2.51,Reg_Price,3,Marked
22256,2.46,MD,3,Marked
22256,1.25,MD,3,Marked
22257,2.46,Reg_Price,5,Marked
22257,1.25,MD,5,Marked
22257,0.85,MD,5,Marked
22257,0.83,MD,5,Marked
22257,0.42,MD,5,Marked
22258,2.46,Reg_Price,5,Marked
22258,1.25,MD,5,Marked
22258,0.85,MD,5,Marked
22258,0.83,MD,5,Marked
22258,0.42,MD,5,Marked
22259,2.46,Reg_Price,5,Marked
22259,1.25,MD,5,Marked
22259,0.85,MD,5,Marked
22259,0.83,MD,5,Marked
22259,0.42,MD,5,Marked
22260,1.66,Reg_Price,3,Marked
22260,1.63,MD,3,Marked
22260,0.85,MD,3,Marked
22261,1.66,Reg_Price,3,Marked
22261,1.63,MD,3,Marked
22261,0.85,MD,3,Marked
22262,1.66,Reg_Price,3,Marked
22262,1.63,MD,3,Marked
22262,0.85,MD,3,Marked
22263,1.66,Reg_Price,7,Marked
22263,1.63,MD,7,Marked
